ElectionDate	OfficeCode(text)	DistrictCode(Text)	StatusCode	CountyCode	CountyName	OfficeDescription	PartyOrder	PartyDescription	CandidateID	CandidateLastName	CandidateFirstName	CandidateMiddleName	CandidateFormerName	CandidateVotes	WriteIn(W)/Uncommitted(Z)	Recount(*)	Nomindated(N)/Elected(E)
2016-03-08	25	00100	0	21	DELTA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			1409			
2016-03-08	25	00100	0	21	DELTA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			1954			
2016-03-08	25	00100	0	21	DELTA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			3			
2016-03-08	25	00100	0	21	DELTA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			434			
2016-03-08	25	00100	0	21	DELTA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			29			
2016-03-08	25	00100	0	21	DELTA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			4			
2016-03-08	25	00100	0	21	DELTA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			874			
2016-03-08	25	00100	0	21	DELTA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			14			
2016-03-08	25	00100	0	21	DELTA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			3			
2016-03-08	25	00100	0	21	DELTA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			6			
2016-03-08	25	00100	0	21	DELTA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			1402			
2016-03-08	25	00100	0	21	DELTA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			15			
2016-03-08	25	00100	0	21	DELTA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			83			
2016-03-08	25	00100	0	21	DELTA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			29			
2016-03-08	25	00100	0	22	DICKINSON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				85			
2016-03-08	25	00100	0	22	DICKINSON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				99			
2016-03-08	25	00100	0	22	DICKINSON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			3			
2016-03-08	25	00100	0	22	DICKINSON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			1075			
2016-03-08	25	00100	0	22	DICKINSON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			2			
2016-03-08	25	00100	0	22	DICKINSON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			908			
2016-03-08	25	00100	0	22	DICKINSON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			1708			
2016-03-08	25	00100	0	22	DICKINSON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			3			
2016-03-08	25	00100	0	22	DICKINSON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			352			
2016-03-08	25	00100	0	22	DICKINSON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			9			
2016-03-08	25	00100	0	22	DICKINSON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			1			
2016-03-08	25	00100	0	22	DICKINSON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			876			
2016-03-08	25	00100	0	22	DICKINSON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			11			
2016-03-08	25	00100	0	22	DICKINSON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			0			
2016-03-08	25	00100	0	22	DICKINSON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			3			
2016-03-08	25	00100	0	22	DICKINSON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			1226			
2016-03-08	25	00100	0	22	DICKINSON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			7			
2016-03-08	25	00100	0	22	DICKINSON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			80			
2016-03-08	25	00100	0	22	DICKINSON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			22			
2016-03-08	25	00100	0	24	EMMET	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				104			
2016-03-08	25	00100	0	24	EMMET	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				68			
2016-03-08	25	00100	0	24	EMMET	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			3			
2016-03-08	25	00100	0	24	EMMET	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			2589			
2016-03-08	25	00100	0	24	EMMET	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			8			
2016-03-08	25	00100	0	24	EMMET	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			1369			
2016-03-08	25	00100	0	24	EMMET	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			2244			
2016-03-08	25	00100	0	24	EMMET	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			11			
2016-03-08	25	00100	0	24	EMMET	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			677			
2016-03-08	25	00100	0	24	EMMET	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			20			
2016-03-08	25	00100	0	24	EMMET	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			2			
2016-03-08	25	00100	0	24	EMMET	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			1557			
2016-03-08	25	00100	0	24	EMMET	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			10			
2016-03-08	25	00100	0	24	EMMET	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			1			
2016-03-08	25	00100	0	24	EMMET	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			9			
2016-03-08	25	00100	0	24	EMMET	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			1564			
2016-03-08	25	00100	0	24	EMMET	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			22			
2016-03-08	25	00100	0	24	EMMET	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			106			
2016-03-08	25	00100	0	24	EMMET	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			54			
2016-03-08	25	00100	0	27	GOGEBIC	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				32			
2016-03-08	25	00100	0	27	GOGEBIC	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				38			
2016-03-08	25	00100	0	27	GOGEBIC	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			1			
2016-03-08	25	00100	0	27	GOGEBIC	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			790			
2016-03-08	25	00100	0	27	GOGEBIC	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			3			
2016-03-08	25	00100	0	27	GOGEBIC	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			678			
2016-03-08	25	00100	0	27	GOGEBIC	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			753			
2016-03-08	25	00100	0	27	GOGEBIC	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			0			
2016-03-08	25	00100	0	27	GOGEBIC	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			173			
2016-03-08	25	00100	0	27	GOGEBIC	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			7			
2016-03-08	25	00100	0	27	GOGEBIC	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			3			
2016-03-08	25	00100	0	27	GOGEBIC	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			325			
2016-03-08	25	00100	0	27	GOGEBIC	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			1			
2016-03-08	25	00100	0	27	GOGEBIC	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			2			
2016-03-08	25	00100	0	27	GOGEBIC	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			1			
2016-03-08	25	00100	0	27	GOGEBIC	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			399			
2016-03-08	25	00100	0	27	GOGEBIC	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			4			
2016-03-08	25	00100	0	27	GOGEBIC	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			12			
2016-03-08	25	00100	0	27	GOGEBIC	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			9			
2016-03-08	25	00100	0	28	GD. TRAVERSE	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				373			
2016-03-08	25	00100	0	28	GD. TRAVERSE	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				206			
2016-03-08	25	00100	0	28	GD. TRAVERSE	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			8			
2016-03-08	25	00100	0	28	GD. TRAVERSE	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			8091			
2016-03-08	25	00100	0	28	GD. TRAVERSE	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			30			
2016-03-08	25	00100	0	28	GD. TRAVERSE	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			4140			
2016-03-08	25	00100	0	28	GD. TRAVERSE	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			5892			
2016-03-08	25	00100	0	28	GD. TRAVERSE	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			29			
2016-03-08	25	00100	0	28	GD. TRAVERSE	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			1890			
2016-03-08	25	00100	0	28	GD. TRAVERSE	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			84			
2016-03-08	25	00100	0	28	GD. TRAVERSE	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			7			
2016-03-08	25	00100	0	28	GD. TRAVERSE	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			3925			
2016-03-08	25	00100	0	28	GD. TRAVERSE	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			47			
2016-03-08	25	00100	0	28	GD. TRAVERSE	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			6			
2016-03-08	25	00100	0	28	GD. TRAVERSE	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			20			
2016-03-08	25	00100	0	28	GD. TRAVERSE	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			4556			
2016-03-08	25	00100	0	28	GD. TRAVERSE	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			69			
2016-03-08	25	00100	0	28	GD. TRAVERSE	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			321			
2016-03-08	25	00100	0	28	GD. TRAVERSE	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			191			
2016-03-08	25	00100	0	31	HOUGHTON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				32			
2016-03-08	25	00100	0	31	HOUGHTON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				35			
2016-03-08	25	00100	0	31	HOUGHTON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			1			
2016-03-08	25	00100	0	31	HOUGHTON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			2039			
2016-03-08	25	00100	0	31	HOUGHTON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			4			
2016-03-08	25	00100	0	31	HOUGHTON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			1109			
2016-03-08	25	00100	0	31	HOUGHTON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			1375			
2016-03-08	25	00100	0	31	HOUGHTON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			6			
2016-03-08	25	00100	0	31	HOUGHTON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			439			
2016-03-08	25	00100	0	31	HOUGHTON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			17			
2016-03-08	25	00100	0	31	HOUGHTON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			3			
2016-03-08	25	00100	0	31	HOUGHTON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			926			
2016-03-08	25	00100	0	31	HOUGHTON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			7			
2016-03-08	25	00100	0	31	HOUGHTON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			3			
2016-03-08	25	00100	0	31	HOUGHTON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			9			
2016-03-08	25	00100	0	31	HOUGHTON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			1497			
2016-03-08	25	00100	0	31	HOUGHTON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			5			
2016-03-08	25	00100	0	31	HOUGHTON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			71			
2016-03-08	25	00100	0	31	HOUGHTON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			24			
2016-03-08	25	00100	0	36	IRON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				10			
2016-03-08	25	00100	0	36	IRON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				18			
2016-03-08	25	00100	0	36	IRON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			0			
2016-03-08	25	00100	0	36	IRON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			546			
2016-03-08	25	00100	0	36	IRON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			0			
2016-03-08	25	00100	0	36	IRON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			527			
2016-03-08	25	00100	0	36	IRON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			868			
2016-03-08	25	00100	0	36	IRON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			3			
2016-03-08	25	00100	0	36	IRON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			103			
2016-03-08	25	00100	0	36	IRON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			6			
2016-03-08	25	00100	0	36	IRON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			1			
2016-03-08	25	00100	0	36	IRON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			333			
2016-03-08	25	00100	0	36	IRON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			6			
2016-03-08	25	00100	0	36	IRON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			0			
2016-03-08	25	00100	0	36	IRON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			3			
2016-03-08	25	00100	0	36	IRON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			462			
2016-03-08	25	00100	0	36	IRON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			0			
2016-03-08	25	00100	0	36	IRON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			28			
2016-03-08	25	00100	0	36	IRON	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			12			
2016-03-08	25	00100	0	40	KALKASKA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				50			
2016-03-08	25	00100	0	40	KALKASKA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				30			
2016-03-08	25	00100	0	40	KALKASKA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			3			
2016-03-08	25	00100	0	40	KALKASKA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			987			
2016-03-08	25	00100	0	40	KALKASKA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			5			
2016-03-08	25	00100	0	40	KALKASKA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			590			
2016-03-08	25	00100	0	40	KALKASKA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			1724			
2016-03-08	25	00100	0	40	KALKASKA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			9			
2016-03-08	25	00100	0	40	KALKASKA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			265			
2016-03-08	25	00100	0	40	KALKASKA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			14			
2016-03-08	25	00100	0	40	KALKASKA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			2			
2016-03-08	25	00100	0	40	KALKASKA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			523			
2016-03-08	25	00100	0	40	KALKASKA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			5			
2016-03-08	25	00100	0	40	KALKASKA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			2			
2016-03-08	25	00100	0	40	KALKASKA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			3			
2016-03-08	25	00100	0	40	KALKASKA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			790			
2016-03-08	25	00100	0	40	KALKASKA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			8			
2016-03-08	25	00100	0	40	KALKASKA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			60			
2016-03-08	25	00100	0	40	KALKASKA	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			22			
2016-03-08	25	00100	0	42	KEWEENAW	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				3			
2016-03-08	25	00100	0	42	KEWEENAW	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				6			
2016-03-08	25	00100	0	42	KEWEENAW	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			0			
2016-03-08	25	00100	0	42	KEWEENAW	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			188			
2016-03-08	25	00100	0	42	KEWEENAW	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			0			
2016-03-08	25	00100	0	42	KEWEENAW	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			128			
2016-03-08	25	00100	0	42	KEWEENAW	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			184			
2016-03-08	25	00100	0	42	KEWEENAW	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			0			
2016-03-08	25	00100	0	42	KEWEENAW	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			50			
2016-03-08	25	00100	0	42	KEWEENAW	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			2			
2016-03-08	25	00100	0	42	KEWEENAW	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			0			
2016-03-08	25	00100	0	42	KEWEENAW	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			76			
2016-03-08	25	00100	0	42	KEWEENAW	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			0			
2016-03-08	25	00100	0	42	KEWEENAW	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			0			
2016-03-08	25	00100	0	42	KEWEENAW	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			1			
2016-03-08	25	00100	0	42	KEWEENAW	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			105			
2016-03-08	25	00100	0	42	KEWEENAW	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			1			
2016-03-08	25	00100	0	42	KEWEENAW	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			12			
2016-03-08	25	00100	0	42	KEWEENAW	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			1			
2016-03-08	25	00100	0	45	LEELANAU	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				110			
2016-03-08	25	00100	0	45	LEELANAU	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				44			
2016-03-08	25	00100	0	45	LEELANAU	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			2			
2016-03-08	25	00100	0	45	LEELANAU	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			2360			
2016-03-08	25	00100	0	45	LEELANAU	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			8			
2016-03-08	25	00100	0	45	LEELANAU	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			1459			
2016-03-08	25	00100	0	45	LEELANAU	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			1613			
2016-03-08	25	00100	0	45	LEELANAU	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			4			
2016-03-08	25	00100	0	45	LEELANAU	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			542			
2016-03-08	25	00100	0	45	LEELANAU	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			15			
2016-03-08	25	00100	0	45	LEELANAU	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			3			
2016-03-08	25	00100	0	45	LEELANAU	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			1251			
2016-03-08	25	00100	0	45	LEELANAU	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			7			
2016-03-08	25	00100	0	45	LEELANAU	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			1			
2016-03-08	25	00100	0	45	LEELANAU	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			7			
2016-03-08	25	00100	0	45	LEELANAU	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			1160			
2016-03-08	25	00100	0	45	LEELANAU	1st District President of the United States (Congressional Districts) 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			18			
