ElectionDate	OfficeCode(text)	DistrictCode(Text)	StatusCode	CountyCode	CountyName	OfficeDescription	PartyOrder	PartyDescription	CandidateID	CandidateLastName	CandidateFirstName	CandidateMiddleName	CandidateFormerName	CandidateVotes	WriteIn(W)/Uncommitted(Z)	Recount(*)	Nomindated(N)/Elected(E)
2016-03-08	1	00000	0	62	NEWAYGO	President of the United States 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			618			
2016-03-08	1	00000	0	62	NEWAYGO	President of the United States 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			23			
2016-03-08	1	00000	0	62	NEWAYGO	President of the United States 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			5			
2016-03-08	1	00000	0	62	NEWAYGO	President of the United States 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			1417			
2016-03-08	1	00000	0	62	NEWAYGO	President of the United States 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			27			
2016-03-08	1	00000	0	62	NEWAYGO	President of the United States 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			2			
2016-03-08	1	00000	0	62	NEWAYGO	President of the United States 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			9			
2016-03-08	1	00000	0	62	NEWAYGO	President of the United States 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			3557			
2016-03-08	1	00000	0	62	NEWAYGO	President of the United States 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			23			
2016-03-08	1	00000	0	62	NEWAYGO	President of the United States 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			158			
2016-03-08	1	00000	0	62	NEWAYGO	President of the United States 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			64			
2016-03-08	1	00000	0	63	OAKLAND	President of the United States 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				3428			
2016-03-08	1	00000	0	63	OAKLAND	President of the United States 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				2824			
2016-03-08	1	00000	0	63	OAKLAND	President of the United States 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			99			
2016-03-08	1	00000	0	63	OAKLAND	President of the United States 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			84163			
2016-03-08	1	00000	0	63	OAKLAND	President of the United States 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			270			
2016-03-08	1	00000	0	63	OAKLAND	President of the United States 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			92300			
2016-03-08	1	00000	0	63	OAKLAND	President of the United States 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			69413			
2016-03-08	1	00000	0	63	OAKLAND	President of the United States 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			195			
2016-03-08	1	00000	0	63	OAKLAND	President of the United States 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			18537			
2016-03-08	1	00000	0	63	OAKLAND	President of the United States 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			450			
2016-03-08	1	00000	0	63	OAKLAND	President of the United States 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			66			
2016-03-08	1	00000	0	63	OAKLAND	President of the United States 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			61057			
2016-03-08	1	00000	0	63	OAKLAND	President of the United States 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			255			
2016-03-08	1	00000	0	63	OAKLAND	President of the United States 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			49			
2016-03-08	1	00000	0	63	OAKLAND	President of the United States 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			248			
2016-03-08	1	00000	0	63	OAKLAND	President of the United States 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			33639			
2016-03-08	1	00000	0	63	OAKLAND	President of the United States 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			429			
2016-03-08	1	00000	0	63	OAKLAND	President of the United States 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			2295			
2016-03-08	1	00000	0	63	OAKLAND	President of the United States 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			1472			
2016-03-08	1	00000	0	64	OCEANA	President of the United States 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				56			
2016-03-08	1	00000	0	64	OCEANA	President of the United States 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				31			
2016-03-08	1	00000	0	64	OCEANA	President of the United States 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			5			
2016-03-08	1	00000	0	64	OCEANA	President of the United States 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			1237			
2016-03-08	1	00000	0	64	OCEANA	President of the United States 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			6			
2016-03-08	1	00000	0	64	OCEANA	President of the United States 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			791			
2016-03-08	1	00000	0	64	OCEANA	President of the United States 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			1339			
2016-03-08	1	00000	0	64	OCEANA	President of the United States 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			5			
2016-03-08	1	00000	0	64	OCEANA	President of the United States 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			331			
2016-03-08	1	00000	0	64	OCEANA	President of the United States 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			16			
2016-03-08	1	00000	0	64	OCEANA	President of the United States 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			2			
2016-03-08	1	00000	0	64	OCEANA	President of the United States 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			924			
2016-03-08	1	00000	0	64	OCEANA	President of the United States 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			9			
2016-03-08	1	00000	0	64	OCEANA	President of the United States 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			0			
2016-03-08	1	00000	0	64	OCEANA	President of the United States 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			6			
2016-03-08	1	00000	0	64	OCEANA	President of the United States 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			1698			
2016-03-08	1	00000	0	64	OCEANA	President of the United States 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			6			
2016-03-08	1	00000	0	64	OCEANA	President of the United States 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			77			
2016-03-08	1	00000	0	64	OCEANA	President of the United States 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			40			
2016-03-08	1	00000	0	65	OGEMAW	President of the United States 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				40			
2016-03-08	1	00000	0	65	OGEMAW	President of the United States 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				66			
2016-03-08	1	00000	0	65	OGEMAW	President of the United States 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			2			
2016-03-08	1	00000	0	65	OGEMAW	President of the United States 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			926			
2016-03-08	1	00000	0	65	OGEMAW	President of the United States 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			8			
2016-03-08	1	00000	0	65	OGEMAW	President of the United States 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			862			
2016-03-08	1	00000	0	65	OGEMAW	President of the United States 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			1612			
2016-03-08	1	00000	0	65	OGEMAW	President of the United States 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			3			
2016-03-08	1	00000	0	65	OGEMAW	President of the United States 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			222			
2016-03-08	1	00000	0	65	OGEMAW	President of the United States 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			12			
2016-03-08	1	00000	0	65	OGEMAW	President of the United States 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			0			
2016-03-08	1	00000	0	65	OGEMAW	President of the United States 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			489			
2016-03-08	1	00000	0	65	OGEMAW	President of the United States 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			7			
2016-03-08	1	00000	0	65	OGEMAW	President of the United States 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			1			
2016-03-08	1	00000	0	65	OGEMAW	President of the United States 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			1			
2016-03-08	1	00000	0	65	OGEMAW	President of the United States 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			700			
2016-03-08	1	00000	0	65	OGEMAW	President of the United States 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			6			
2016-03-08	1	00000	0	65	OGEMAW	President of the United States 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			64			
2016-03-08	1	00000	0	65	OGEMAW	President of the United States 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			34			
2016-03-08	1	00000	0	66	ONTONAGON	President of the United States 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				23			
2016-03-08	1	00000	0	66	ONTONAGON	President of the United States 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				43			
2016-03-08	1	00000	0	66	ONTONAGON	President of the United States 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			1			
2016-03-08	1	00000	0	66	ONTONAGON	President of the United States 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			362			
2016-03-08	1	00000	0	66	ONTONAGON	President of the United States 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			4			
2016-03-08	1	00000	0	66	ONTONAGON	President of the United States 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			327			
2016-03-08	1	00000	0	66	ONTONAGON	President of the United States 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			519			
2016-03-08	1	00000	0	66	ONTONAGON	President of the United States 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			3			
2016-03-08	1	00000	0	66	ONTONAGON	President of the United States 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			95			
2016-03-08	1	00000	0	66	ONTONAGON	President of the United States 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			5			
2016-03-08	1	00000	0	66	ONTONAGON	President of the United States 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			0			
2016-03-08	1	00000	0	66	ONTONAGON	President of the United States 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			203			
2016-03-08	1	00000	0	66	ONTONAGON	President of the United States 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			3			
2016-03-08	1	00000	0	66	ONTONAGON	President of the United States 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			1			
2016-03-08	1	00000	0	66	ONTONAGON	President of the United States 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			2			
2016-03-08	1	00000	0	66	ONTONAGON	President of the United States 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			209			
2016-03-08	1	00000	0	66	ONTONAGON	President of the United States 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			7			
2016-03-08	1	00000	0	66	ONTONAGON	President of the United States 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			13			
2016-03-08	1	00000	0	66	ONTONAGON	President of the United States 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			9			
2016-03-08	1	00000	0	67	OSCEOLA	President of the United States 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				50			
2016-03-08	1	00000	0	67	OSCEOLA	President of the United States 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				27			
2016-03-08	1	00000	0	67	OSCEOLA	President of the United States 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			3			
2016-03-08	1	00000	0	67	OSCEOLA	President of the United States 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			953			
2016-03-08	1	00000	0	67	OSCEOLA	President of the United States 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			6			
2016-03-08	1	00000	0	67	OSCEOLA	President of the United States 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			670			
2016-03-08	1	00000	0	67	OSCEOLA	President of the United States 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			1812			
2016-03-08	1	00000	0	67	OSCEOLA	President of the United States 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			7			
2016-03-08	1	00000	0	67	OSCEOLA	President of the United States 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			294			
2016-03-08	1	00000	0	67	OSCEOLA	President of the United States 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			17			
2016-03-08	1	00000	0	67	OSCEOLA	President of the United States 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			2			
2016-03-08	1	00000	0	67	OSCEOLA	President of the United States 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			645			
2016-03-08	1	00000	0	67	OSCEOLA	President of the United States 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			10			
2016-03-08	1	00000	0	67	OSCEOLA	President of the United States 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			5			
2016-03-08	1	00000	0	67	OSCEOLA	President of the United States 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			1			
2016-03-08	1	00000	0	67	OSCEOLA	President of the United States 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			1276			
2016-03-08	1	00000	0	67	OSCEOLA	President of the United States 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			12			
2016-03-08	1	00000	0	67	OSCEOLA	President of the United States 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			71			
2016-03-08	1	00000	0	67	OSCEOLA	President of the United States 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			27			
2016-03-08	1	00000	0	68	OSCODA	President of the United States 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				18			
2016-03-08	1	00000	0	68	OSCODA	President of the United States 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				19			
2016-03-08	1	00000	0	68	OSCODA	President of the United States 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			0			
2016-03-08	1	00000	0	68	OSCODA	President of the United States 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			315			
2016-03-08	1	00000	0	68	OSCODA	President of the United States 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			1			
2016-03-08	1	00000	0	68	OSCODA	President of the United States 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			273			
2016-03-08	1	00000	0	68	OSCODA	President of the United States 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			705			
2016-03-08	1	00000	0	68	OSCODA	President of the United States 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			1			
2016-03-08	1	00000	0	68	OSCODA	President of the United States 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			90			
2016-03-08	1	00000	0	68	OSCODA	President of the United States 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			1			
2016-03-08	1	00000	0	68	OSCODA	President of the United States 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			0			
2016-03-08	1	00000	0	68	OSCODA	President of the United States 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			247			
2016-03-08	1	00000	0	68	OSCODA	President of the United States 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			5			
2016-03-08	1	00000	0	68	OSCODA	President of the United States 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			1			
2016-03-08	1	00000	0	68	OSCODA	President of the United States 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			3			
2016-03-08	1	00000	0	68	OSCODA	President of the United States 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			369			
2016-03-08	1	00000	0	68	OSCODA	President of the United States 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			1			
2016-03-08	1	00000	0	68	OSCODA	President of the United States 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			39			
2016-03-08	1	00000	0	68	OSCODA	President of the United States 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			14			
2016-03-08	1	00000	0	69	OTSEGO	President of the United States 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				50			
2016-03-08	1	00000	0	69	OTSEGO	President of the United States 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				43			
2016-03-08	1	00000	0	69	OTSEGO	President of the United States 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			4			
2016-03-08	1	00000	0	69	OTSEGO	President of the United States 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			1228			
2016-03-08	1	00000	0	69	OTSEGO	President of the United States 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			9			
2016-03-08	1	00000	0	69	OTSEGO	President of the United States 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			786			
2016-03-08	1	00000	0	69	OTSEGO	President of the United States 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			1933			
2016-03-08	1	00000	0	69	OTSEGO	President of the United States 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			5			
2016-03-08	1	00000	0	69	OTSEGO	President of the United States 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			342			
2016-03-08	1	00000	0	69	OTSEGO	President of the United States 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			9			
2016-03-08	1	00000	0	69	OTSEGO	President of the United States 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			0			
2016-03-08	1	00000	0	69	OTSEGO	President of the United States 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			800			
2016-03-08	1	00000	0	69	OTSEGO	President of the United States 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			13			
2016-03-08	1	00000	0	69	OTSEGO	President of the United States 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			4			
2016-03-08	1	00000	0	69	OTSEGO	President of the United States 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			7			
2016-03-08	1	00000	0	69	OTSEGO	President of the United States 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			1040			
2016-03-08	1	00000	0	69	OTSEGO	President of the United States 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			12			
2016-03-08	1	00000	0	69	OTSEGO	President of the United States 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			60			
2016-03-08	1	00000	0	69	OTSEGO	President of the United States 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			25			
2016-03-08	1	00000	0	70	OTTAWA	President of the United States 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				719			
2016-03-08	1	00000	0	70	OTTAWA	President of the United States 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				237			
2016-03-08	1	00000	0	70	OTTAWA	President of the United States 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			14			
2016-03-08	1	00000	0	70	OTTAWA	President of the United States 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			13959			
2016-03-08	1	00000	0	70	OTTAWA	President of the United States 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			46			
2016-03-08	1	00000	0	70	OTTAWA	President of the United States 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			7473			
2016-03-08	1	00000	0	70	OTTAWA	President of the United States 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			11392			
2016-03-08	1	00000	0	70	OTTAWA	President of the United States 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			82			
2016-03-08	1	00000	0	70	OTTAWA	President of the United States 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			7033			
2016-03-08	1	00000	0	70	OTTAWA	President of the United States 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			148			
2016-03-08	1	00000	0	70	OTTAWA	President of the United States 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			14			
2016-03-08	1	00000	0	70	OTTAWA	President of the United States 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			13782			
2016-03-08	1	00000	0	70	OTTAWA	President of the United States 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			143			
2016-03-08	1	00000	0	70	OTTAWA	President of the United States 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			19			
2016-03-08	1	00000	0	70	OTTAWA	President of the United States 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			47			
2016-03-08	1	00000	0	70	OTTAWA	President of the United States 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			23372			
2016-03-08	1	00000	0	70	OTTAWA	President of the United States 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			117			
2016-03-08	1	00000	0	70	OTTAWA	President of the United States 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			1178			
2016-03-08	1	00000	0	70	OTTAWA	President of the United States 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			485			
2016-03-08	1	00000	0	71	PRESQUE ISLE	President of the United States 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				36			
2016-03-08	1	00000	0	71	PRESQUE ISLE	President of the United States 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				32			
2016-03-08	1	00000	0	71	PRESQUE ISLE	President of the United States 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			2			
2016-03-08	1	00000	0	71	PRESQUE ISLE	President of the United States 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			606			
2016-03-08	1	00000	0	71	PRESQUE ISLE	President of the United States 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			9			
2016-03-08	1	00000	0	71	PRESQUE ISLE	President of the United States 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			592			
2016-03-08	1	00000	0	71	PRESQUE ISLE	President of the United States 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			916			
2016-03-08	1	00000	0	71	PRESQUE ISLE	President of the United States 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			3			
2016-03-08	1	00000	0	71	PRESQUE ISLE	President of the United States 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			216			
2016-03-08	1	00000	0	71	PRESQUE ISLE	President of the United States 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			2			
2016-03-08	1	00000	0	71	PRESQUE ISLE	President of the United States 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			0			
2016-03-08	1	00000	0	71	PRESQUE ISLE	President of the United States 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			423			
2016-03-08	1	00000	0	71	PRESQUE ISLE	President of the United States 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			3			
2016-03-08	1	00000	0	71	PRESQUE ISLE	President of the United States 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			0			
2016-03-08	1	00000	0	71	PRESQUE ISLE	President of the United States 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			5			
2016-03-08	1	00000	0	71	PRESQUE ISLE	President of the United States 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			524			
2016-03-08	1	00000	0	71	PRESQUE ISLE	President of the United States 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			4			
2016-03-08	1	00000	0	71	PRESQUE ISLE	President of the United States 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			24			
2016-03-08	1	00000	0	71	PRESQUE ISLE	President of the United States 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			11			
2016-03-08	1	00000	0	72	ROSCOMMON	President of the United States 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				123			
2016-03-08	1	00000	0	72	ROSCOMMON	President of the United States 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				97			
2016-03-08	1	00000	0	72	ROSCOMMON	President of the United States 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			4			
2016-03-08	1	00000	0	72	ROSCOMMON	President of the United States 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			1187			
2016-03-08	1	00000	0	72	ROSCOMMON	President of the United States 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			6			
2016-03-08	1	00000	0	72	ROSCOMMON	President of the United States 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			1163			
2016-03-08	1	00000	0	72	ROSCOMMON	President of the United States 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			2257			
2016-03-08	1	00000	0	72	ROSCOMMON	President of the United States 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			8			
2016-03-08	1	00000	0	72	ROSCOMMON	President of the United States 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			409			
2016-03-08	1	00000	0	72	ROSCOMMON	President of the United States 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			13			
2016-03-08	1	00000	0	72	ROSCOMMON	President of the United States 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			1			
2016-03-08	1	00000	0	72	ROSCOMMON	President of the United States 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			726			
2016-03-08	1	00000	0	72	ROSCOMMON	President of the United States 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			20			
2016-03-08	1	00000	0	72	ROSCOMMON	President of the United States 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			0			
2016-03-08	1	00000	0	72	ROSCOMMON	President of the United States 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			19			
2016-03-08	1	00000	0	72	ROSCOMMON	President of the United States 4 Year Term (1) Position	2	Republican	-1030	Cruz	Ted			748			
2016-03-08	1	00000	0	72	ROSCOMMON	President of the United States 4 Year Term (1) Position	2	Republican	-1029	Christie	Chris			21			
2016-03-08	1	00000	0	72	ROSCOMMON	President of the United States 4 Year Term (1) Position	2	Republican	-1028	Carson	Ben			106			
2016-03-08	1	00000	0	72	ROSCOMMON	President of the United States 4 Year Term (1) Position	2	Republican	-1027	Bush	Jeb			65			
2016-03-08	1	00000	0	73	SAGINAW	President of the United States 4 Year Term (1) Position	2	Republican	-1050	Uncommitted				341			
2016-03-08	1	00000	0	73	SAGINAW	President of the United States 4 Year Term (1) Position	1	Democratic	-1049	Uncommitted				347			
2016-03-08	1	00000	0	73	SAGINAW	President of the United States 4 Year Term (1) Position	1	Democratic	-1044	De La Fuente	Roque			25			
2016-03-08	1	00000	0	73	SAGINAW	President of the United States 4 Year Term (1) Position	1	Democratic	-1043	Sanders	Bernie			9676			
2016-03-08	1	00000	0	73	SAGINAW	President of the United States 4 Year Term (1) Position	1	Democratic	-1042	O'Malley	Martin			40			
2016-03-08	1	00000	0	73	SAGINAW	President of the United States 4 Year Term (1) Position	1	Democratic	-1041	Clinton	Hillary			12490			
2016-03-08	1	00000	0	73	SAGINAW	President of the United States 4 Year Term (1) Position	2	Republican	-1040	Trump	Donald			9072			
2016-03-08	1	00000	0	73	SAGINAW	President of the United States 4 Year Term (1) Position	2	Republican	-1039	Santorum	Rick			29			
2016-03-08	1	00000	0	73	SAGINAW	President of the United States 4 Year Term (1) Position	2	Republican	-1038	Rubio	Marco			2065			
2016-03-08	1	00000	0	73	SAGINAW	President of the United States 4 Year Term (1) Position	2	Republican	-1037	Paul	Rand			65			
2016-03-08	1	00000	0	73	SAGINAW	President of the United States 4 Year Term (1) Position	2	Republican	-1036	Pataki	George			8			
2016-03-08	1	00000	0	73	SAGINAW	President of the United States 4 Year Term (1) Position	2	Republican	-1035	Kasich	John			4399			
2016-03-08	1	00000	0	73	SAGINAW	President of the United States 4 Year Term (1) Position	2	Republican	-1033	Huckabee	Mike			34			
2016-03-08	1	00000	0	73	SAGINAW	President of the United States 4 Year Term (1) Position	2	Republican	-1032	Graham	Lindsey			6			
2016-03-08	1	00000	0	73	SAGINAW	President of the United States 4 Year Term (1) Position	2	Republican	-1031	Fiorina	Carly			18			
